	sepal length (cm)	sepal width (cm)	petal length (cm)	petal width (cm)	target
0	5.62156351407657	4.096011503524342	1.848285661075329	0.24553056749077604	0.0
1	4.696629063341158	2.3713978118607715	1.85824414924677	0.5143568676052095	0.0
2	5.163210206566048	2.3694641270113825	1.4238383395453182	0.2532688633589797	0.0
3	4.570120242141773	3.5277110667003893	1.4431623841924774	0.3396355091651484	0.0
4	4.61872526964082	3.0320121525709585	1.3543035360126634	0.44893750386607045	0.0
5	4.889989340516253	4.344380243858405	1.3805655438013913	0.18894564978506148	0.0
6	4.677649968378603	2.3411416114463326	1.7489481989064457	0.1955443566606164	0.0
7	5.5239983976588665	2.337842887625983	1.2102008079632753	0.3834323972460988	0.0
8	4.604813832472663	3.390661066547797	1.1350350231585546	0.22912240300223677	0.0
9	4.49856104062057	2.9924152583415133	1.8521498240889143	0.4346382657185687	0.0
10	5.633268279647634	3.9219321540020724	1.2883344778892356	0.5870248243733167	0.0
11	5.462708508737185	3.7763624076845397	1.4056364797467127	0.3754346205400797	0.0
12	5.361053690574964	3.9284575878777206	1.0527973480515438	0.27775584490259075	0.0
13	5.218720330402646	3.2472604008699704	1.5479195420093645	0.4185436524640148	0.0
14	5.591152382181993	2.578878182405574	1.4580652760743296	0.23740096013108955	0.0
15	4.7043152754772235	2.8108469365751434	1.7755092761945108	0.3583062003056666	0.0
16	4.303095533625001	2.7773512914569363	1.8066677667883635	0.42114559762058146	0.0
17	4.521570122811301	2.3164864525113646	1.5617167800181238	0.5122758141796849	0.0
18	4.438427785007832	2.4311291408955706	1.0143371853900105	0.24394063420118042	0.0
19	4.648759096961371	3.495237542144955	1.6885197896164743	0.4176023651423463	0.0
20	5.333996373393377	3.17001152701156	1.4587952162845799	0.3508525426275967	0.0
21	5.176027287114024	2.5197697179549743	1.051210415137633	0.513582333207569	0.0
22	5.652368885374907	4.106344880659971	1.670773447049687	0.4593022056725884	0.0
23	5.7006889013335345	3.3243441049408853	1.0960968750285771	0.20416984857808476	0.0
24	4.709057765298766	3.174617015881657	1.2559159778619278	0.3557608052749667	0.0
25	5.249529107394233	2.8787858786820855	1.3060559136293628	0.5569378361639222	0.0
26	4.89873941048057	4.326763542683917	1.790882713912209	0.546889855998663	0.0
27	5.412877698517486	3.6691431476138066	1.7999193318486255	0.27807249194759676	0.0
28	5.724404372910505	3.568417812199221	1.4557960200375004	0.5053091175507407	0.0
29	5.349225960638449	3.4130287010614966	1.553837914545493	0.14436419254686264	0.0
30	4.354658334931372	3.5723000940596608	1.164145254953441	0.5497350126014684	0.0
31	5.749491885095797	3.5369967818758417	1.4940252535097887	0.4798507049197359	0.0
32	4.668367662005157	2.3069962079138966	1.189624865411978	0.3223861889479668	0.0
33	5.026902623890485	4.190395810439458	1.3000526491774667	0.10325009040316865	0.0
34	4.651402767876391	3.706195440349963	1.8811988287015162	0.19226765313678154	0.0
35	4.94360567398075	4.1740276194615635	1.1378075940441033	0.37845016464692094	0.0
36	4.45280511319847	3.847404529367828	1.2738570994011449	0.266835025019849	0.0
37	4.671104546637535	4.286403115065346	1.855513509551239	0.2948329815579679	0.0
38	5.746619731771736	3.361483063639763	1.8095689412180067	0.48525582343874885	0.0
39	4.420132581357147	2.8196409155172195	1.5809605096004287	0.5999891832464208	0.0
40	4.8136556057643665	3.9568410305508115	1.1295897581927683	0.18326679000745064	0.0
41	4.846173170519577	3.51265508975295	1.0555293636213325	0.49442936806225213	0.0
42	5.67795817504024	2.990353907964093	1.630428445113359	0.23306250201714176	0.0
43	4.505524327926057	3.8432650347905666	1.5011966989572185	0.5868307530816883	0.0
44	4.859023299336925	3.329912879327976	1.830033496868408	0.44005205984755236	0.0
45	5.460535753823361	3.0200788412130466	1.2392435944479467	0.14008800054226175	0.0
46	4.7253995323901865	3.8577198334562315	1.1420813241980143	0.25001321701334855	0.0
47	5.103275182936737	2.842270381927781	1.3136408626177822	0.3736416742420857	0.0
48	4.733015882134026	2.992502843657496	1.0378271114406874	0.28636777999343577	0.0
49	5.536447246035346	3.6998843533311954	1.5575557026989437	0.12674262669701927	0.0
50	5.239954850533567	2.4616438801009406	1.055877496859845	0.2970502396382194	0.0
51	4.926942930857465	3.6275764896226432	1.7402462433385497	0.12277351813829043	0.0
52	4.6773958834979315	3.758392558319917	1.2114653074246793	0.4204321652376015	0.0
53	4.410493008721838	4.130916136907526	1.5181843487144446	0.48698749316392087	0.0
54	4.595933165713098	4.126175822679363	1.2351097688877226	0.10361025782137115	0.0
55	4.7303598348510265	3.681181582717862	1.6871079868905148	0.26124451794022285	0.0
56	5.0230092992908	3.9704524225117916	1.0570382409964925	0.15445622456681093	0.0
57	4.7315846853968235	3.2927961124140976	1.404514866324342	0.526591672723338	0.0
58	4.732127682744579	3.958984829284524	1.5838380185424923	0.20178714315048898	0.0
59	4.982214413442516	3.407859586915222	1.5013003211090221	0.16770605338285152	0.0
60	5.6754244260405216	3.1488533356933206	1.1267442081432495	0.30436907430985827	0.0
61	5.333791915825965	3.8937629603160655	1.7129479275338362	0.20010637083441954	0.0
62	4.822287560352235	2.473861553455076	1.6080738877273846	0.48222155373798825	0.0
63	4.827033471583972	3.496608596795098	1.2851919491156754	0.19778455647165008	0.0
64	4.361949593047759	2.5324061298022937	1.0255764184363045	0.5099865892453856	0.0
65	4.532305061237202	3.760835445130362	1.2413394572199512	0.5800106138970578	0.0
66	4.778225337286969	2.854424207624124	1.4160768708624016	0.321021738083499	0.0
67	5.080217970019099	3.6396594100671003	1.2834361056259374	0.1493264929363927	0.0
68	4.522041671070148	3.8810005108703787	1.345074916023566	0.28422122493333724	0.0
69	5.315775837695908	4.347247813027401	1.250432046086075	0.14826417783057746	0.0
70	5.435108991890975	2.5975768435295152	1.5836709628770183	0.4414669222747871	0.0
71	5.608687950868682	2.5733908927473848	1.8037152518657495	0.2917398134627883	0.0
72	4.395280528247659	3.095047530808638	1.698355564850369	0.42355943195010415	0.0
73	4.857458151351076	3.726846289086809	1.2750412659783423	0.3010393540418155	0.0
74	4.718177987183427	3.173734374712126	1.313864395574334	0.4036443863799798	0.0
75	4.913683014543496	3.728243031762301	1.8294619329847996	0.19953761584865462	0.0
76	4.950095594843493	2.692028694452474	1.48936977918405	0.5631821215346191	0.0
77	5.785517898917497	2.516636602675319	1.6493143201248803	0.4018240825193209	0.0
78	4.715058436964389	3.753638311152115	1.3161359351348914	0.27436585816037784	0.0
79	5.074695346829608	3.392748321697052	1.1368738860522174	0.4729192090126978	0.0
80	4.6261499699077255	2.9625539880711456	1.5691934757842918	0.2452108905918758	0.0
81	4.904859379332187	2.6567047858315282	1.0902391200819788	0.19842323168867101	0.0
82	4.333383905657574	2.4088127130436936	1.436231205319962	0.47547466642849856	0.0
83	4.673610297369948	3.8012269464485886	1.1213510832811517	0.32502865280626647	0.0
84	4.981599155312726	2.6885891520029768	1.4885251635588028	0.31585597761265305	0.0
85	5.48978642776784	2.7127022774022493	1.1199945252377517	0.39946057814728364	0.0
86	5.31852381492703	3.6281367808629525	1.533663368872841	0.3156374062343441	0.0
87	4.758015338966434	2.529849161755965	1.2826595906699643	0.19281714982772843	0.0
88	5.32632512919446	3.2782844605808252	1.7439473771120624	0.5289305902078486	0.0
